building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 14.01670139670278, 6.367649257021635, 30.966330331633575, 55.47538967849264
10009, 11.01018616248759, 5.8093080351996775, 16.69765805608604, 74.93466680068349
10014, 14.75570693400651, 7.030979725444269, 38.28912277844506, 52.76460169784817
10019, 14.747894753258766, 7.023112769465386, 38.18475905636769, 52.89162877285073
10029, 10.62250773791952, 6.312460893509999, 18.25563221896085, 74.51301795448481
10031, 12.518701387030761, 6.276148547472659, 24.080075420557996, 66.33473764841057
10051, 13.290568693587781, 5.999000745442376, 25.97693550756574, 62.84890553841633
10053, 11.374393730542229, 6.258993458271202, 19.957686882933707, 72.38848730606487
10056, 14.22156228947154, 6.179404507754319, 31.770664359612127, 57.05454021123968
10064, 12.728953207612106, 6.964154936671679, 28.848753635028544, 62.67907682432236
10075, 15.167466906325018, 6.441923318013145, 39.21804610900097, 47.35226570090981
10079, 15.102461158826715, 7.31146445383124, 41.92808401490587, 49.40134539999032
10080, 15.785454670460846, 7.277944190809279, 46.40103457397302, 44.68164316995033
10082, 16.474126098138125, 6.709690767446388, 48.685221184391445, 40.51396330188232
10083, 15.642337720605282, 7.120666241272847, 44.870436948965434, 45.874420061760624
10084, 15.103437152612738, 7.1499270524862695, 40.92004216232495, 50.25146815238669
10085, 15.872017672126223, 7.191593991392707, 46.19291488551234, 44.711558809836205
10086, 14.397957890109891, 7.213698560572425, 37.27791203479942, 52.996616723054615
10087, 15.083934018645817, 7.27028240692337, 41.56716488017511, 49.857675650793354
10089, 13.999695381265049, 7.271663191050868, 35.49549379155121, 56.325241387136735
10090, 14.29234898622382, 6.619899290262299, 36.6682123811732, 51.18710874101553
10093, 14.10174710627191, 6.565496053070926, 33.403384102086356, 56.41614489676539
10094, 14.201499394460892, 6.758742788772037, 35.3921085754939, 54.89520056914573
10097, 14.35799718729252, 6.86422206769846, 37.845159605718386, 51.274561002676414
10117, 15.467991377969012, 6.6825715532343, 44.13410625109789, 44.460337775101
10119, 14.089674182737747, 6.75178916860115, 35.08520585130448, 54.69260543909918
10120, 15.282544148744204, 8.031762241511615, 46.168775716171105, 47.71627461636002
10124, 13.86919884645161, 7.031665043552118, 34.57151056426444, 56.046202963016114
10126, 13.40088286998995, 6.6359912326753445, 29.673490998941055, 61.073067419696436
10128, 17.42942852349295, 6.706558499486137, 56.04351758259297, 34.869926052029584
10136, 15.42979906999444, 7.273166830272944, 44.34338141516802, 46.86940789148467
